County,Alcohol-Impaired Driving Deaths %,Adult Obesity %,Food Environment Index (0-10),Physically Inactive Adults %,Access to Exercise Opportunities %,Food Insecure %,Limited Access to Healthy Foods %,Insufficient Sleep % (Avg Hours < 7),Uninsured Adults % (Age < 65),Some College % (Adults 25-44),School Segregation Index,Unemployment % (Age >= 16),Median Household Income,Children Single-Parent Households %,Annual Average Violent Crimes,Severe Housing Problems %,Drive Alone to Work %,Drive Alone Long Commute % (Minutes > 30),Homeowners %,Broadband Internet Access %,High School Completion % (Adults >= 25),,,,
NC: Davie,27%,32%,7.4,26%,51%,14%,8%,36%,15%,60%,0.03,6.8%,"$65,400",21%,61,12%,83%,40%,82%,87%,90%,,,,
NC: Duplin,21%,39%,7.2,35%,17%,16%,6%,39%,27%,53%,0.08,5.6%,"$49,800",32%,139,16%,81%,36%,72%,71%,79%,,,,
NC: Durham,27%,34%,7.7,27%,87%,12%,8%,37%,16%,75%,0.12,6.5%,"$65,600",31%,"1,996",17%,75%,27%,55%,89%,90%,,,,
NC: Edgecombe,35%,41%,6.6,36%,49%,17%,10%,43%,15%,50%,0.12,10.6%,"$45,200",47%,253,19%,81%,32%,62%,67%,83%,,,,
NC: Forsyth,28%,37%,6.9,27%,76%,13%,14%,38%,18%,68%,0.14,7.4%,"$56,200",31%,"2,122",16%,81%,25%,62%,84%,89%,,,,
NC: Franklin,31%,36%,8.2,30%,52%,13%,2%,38%,16%,63%,0.04,6.8%,"$54,900",23%,91,12%,84%,53%,73%,82%,87%,,,,
NC: Gaston,23%,34%,6.9,30%,66%,14%,12%,38%,17%,63%,0.09,8.0%,"$60,600",28%,784,15%,85%,42%,66%,83%,86%,,,,
NC: Gates,14%,36%,7.3,29%,27%,14%,8%,39%,14%,52%,0.01,5.7%,"$57,700",25%,,13%,89%,60%,77%,74%,89%,,,,
NC: Graham,0%,35%,7.3,30%,100%,18%,1%,37%,23%,60%,0.01,9.9%,"$42,100",23%,25,8%,84%,27%,83%,69%,82%,,,,
NC: Granville,38%,36%,7.6,29%,38%,12%,8%,38%,16%,64%,0.10,5.9%,"$53,100",31%,172,13%,84%,51%,75%,84%,86%,,,,
NC: Greene,18%,42%,7.7,35%,11%,16%,0%,40%,26%,49%,0.01,5.6%,"$47,600",40%,,17%,85%,41%,70%,75%,76%,,,,
NC: Guilford,30%,35%,7.6,28%,86%,13%,7%,38%,16%,71%,0.14,8.6%,"$55,600",34%,"2,344",16%,80%,24%,59%,82%,90%,,,,
NC: Halifax,42%,43%,6.8,36%,40%,18%,6%,42%,18%,50%,0.29,9.2%,"$41,100",49%,235,17%,82%,36%,62%,58%,79%,,,,
NC: Harnett,23%,37%,7.5,28%,45%,14%,7%,37%,19%,65%,0.04,7.5%,"$55,600",26%,302,14%,85%,51%,66%,81%,88%,,,,
NC: Haywood,11%,33%,7.6,24%,81%,15%,3%,37%,15%,65%,0.02,7.5%,"$50,500",23%,164,14%,82%,32%,73%,73%,89%,,,,
NC: Henderson,28%,32%,7.5,24%,78%,13%,8%,34%,18%,64%,0.06,6.9%,"$60,600",22%,136,12%,81%,28%,74%,85%,91%,,,,
NC: Hertford,33%,43%,6.6,34%,54%,16%,11%,42%,17%,54%,0.06,7.0%,"$46,600",47%,72,19%,81%,35%,67%,71%,84%,,,,
NC: Hoke,28%,40%,7.0,32%,50%,16%,8%,39%,21%,62%,0.04,8.7%,"$53,700",26%,65,17%,82%,49%,68%,83%,87%,,,,
NC: Hyde,0%,40%,4.1,34%,65%,19%,30%,39%,20%,50%,0.10,10.2%,"$45,500",10%,,16%,82%,23%,64%,66%,78%,,,,
NC: Iredell,23%,33%,7.9,26%,66%,12%,6%,34%,15%,68%,0.09,7.3%,"$61,900",22%,430,13%,80%,33%,72%,87%,90%,,,,
NC: Jackson,17%,35%,7.6,26%,99%,16%,2%,36%,22%,59%,0.07,7.6%,"$49,500",26%,89,16%,80%,20%,64%,73%,88%,,,,
NC: Johnston,31%,34%,8.2,29%,67%,12%,3%,36%,18%,67%,0.06,6.3%,"$63,900",21%,331,12%,83%,52%,74%,81%,88%,,,,
NC: Jones,27%,38%,7.3,34%,47%,18%,0%,39%,21%,48%,0.04,5.8%,"$45,000",37%,,18%,85%,48%,74%,65%,82%,,,,
NC: Lee,30%,35%,7.2,30%,76%,14%,8%,38%,20%,60%,0.03,8.0%,"$57,000",27%,108,15%,83%,39%,65%,75%,85%,,,,
NC: Lenoir,20%,40%,6.1,34%,47%,18%,13%,41%,19%,55%,0.19,6.2%,"$40,600",37%,434,17%,82%,27%,57%,77%,81%,,,,
NC: Lincoln,33%,34%,7.6,26%,64%,13%,7%,36%,15%,61%,0.08,6.6%,"$56,200",18%,124,11%,85%,51%,76%,85%,89%,,,,
NC: Macon,29%,33%,7.4,28%,100%,16%,3%,34%,21%,58%,0.02,6.7%,"$52,000",25%,38,13%,84%,28%,73%,75%,89%,,,,
NC: Madison,38%,32%,7.2,27%,81%,16%,6%,35%,16%,63%,0.03,6.9%,"$49,400",15%,7,13%,81%,52%,75%,72%,89%,,,,
NC: Martin,26%,38%,7.4,32%,32%,16%,4%,40%,16%,56%,0.15,6.9%,"$42,300",40%,101,14%,82%,40%,66%,72%,83%,,,,
NC: McDowell,19%,34%,7.5,30%,59%,17%,1%,36%,18%,58%,0.04,7.0%,"$47,600",26%,70,11%,85%,30%,74%,77%,85%,,,,
NC: Mecklenburg,35%,29%,8.2,22%,87%,11%,5%,35%,16%,77%,0.19,7.8%,"$72,300",29%,"6,039",16%,73%,37%,56%,90%,91%,,,,
NC: Mitchell,14%,34%,7.6,28%,100%,16%,2%,34%,17%,65%,0.05,7.8%,"$49,200",24%,,13%,82%,35%,80%,76%,86%,,,,
NC: Montgomery,10%,36%,7.5,31%,70%,14%,7%,38%,21%,47%,0.08,6.7%,"$48,500",21%,63,15%,87%,30%,73%,71%,82%,,,,
NC: Moore,27%,31%,7.7,24%,65%,13%,7%,35%,14%,72%,0.08,7.2%,"$69,400",22%,142,13%,81%,37%,77%,84%,92%,,,,
NC: Nash,32%,35%,7.6,30%,49%,14%,5%,38%,15%,54%,0.12,8.4%,"$49,900",31%,401,15%,85%,27%,65%,79%,86%,,,,
NC: New Hanover,26%,32%,7.2,23%,86%,14%,9%,34%,14%,77%,0.13,7.3%,"$65,600",27%,975,19%,79%,19%,58%,88%,93%,,,,
NC: Northampton,32%,42%,7.8,34%,14%,16%,0%,42%,15%,56%,0.03,7.3%,"$41,600",41%,42,15%,85%,43%,71%,55%,81%,,,,
NC: Onslow,28%,35%,6.4,29%,46%,15%,15%,40%,13%,70%,0.06,7.2%,"$52,900",21%,320,14%,72%,30%,54%,90%,92%,,,,
NC: Orange,28%,30%,8.4,21%,82%,12%,2%,31%,12%,85%,0.07,5.4%,"$82,700",19%,228,17%,65%,34%,64%,89%,93%,,,,
NC: Pamlico,22%,36%,7.8,29%,52%,14%,3%,37%,16%,60%,0.02,5.6%,"$50,500",21%,21,13%,85%,35%,77%,78%,89%,,,,
NC: Pasquotank,23%,38%,7.1,30%,63%,14%,10%,38%,15%,61%,0.05,7.3%,"$56,700",33%,152,18%,81%,36%,62%,82%,88%,,,,
NC: Pender,22%,34%,7.7,27%,57%,13%,6%,36%,16%,63%,0.12,6.6%,"$59,800",22%,86,16%,81%,54%,81%,82%,89%,,,,
NC: Perquimans,11%,36%,7.8,28%,18%,15%,2%,37%,15%,68%,0.01,6.7%,"$50,800",32%,20,17%,86%,47%,78%,78%,87%,,,,
NC: Person,19%,38%,7.5,30%,33%,14%,5%,38%,15%,63%,0.07,7.4%,"$59,000",27%,89,15%,82%,50%,78%,81%,88%,,,,
NC: Pitt,19%,39%,7.0,30%,63%,15%,8%,38%,14%,71%,0.11,6.8%,"$50,000",38%,720,22%,80%,24%,53%,84%,89%,,,,
NC: Polk,13%,33%,8.0,25%,51%,14%,2%,34%,16%,64%,0.03,6.2%,"$58,600",17%,13,13%,79%,43%,76%,79%,92%,,,,
NC: Randolph,19%,37%,7.0,31%,50%,15%,10%,34%,22%,53%,0.13,7.4%,"$48,800",22%,223,12%,84%,32%,73%,81%,83%,,,,
NC: Richmond,22%,38%,6.2,34%,34%,18%,11%,40%,18%,57%,0.03,9.2%,"$42,300",48%,227,16%,89%,36%,66%,77%,83%,,,,
NC: Robeson,31%,44%,6.6,36%,35%,19%,5%,41%,24%,47%,0.18,8.8%,"$39,100",41%,613,16%,86%,32%,66%,63%,78%,,,,
NC: Rockingham,19%,37%,6.9,30%,54%,15%,10%,36%,16%,55%,0.08,8.4%,"$50,400",31%,222,13%,85%,40%,70%,72%,83%,,,,
NC: Rowan,20%,35%,7.2,30%,61%,14%,9%,38%,18%,58%,0.15,7.9%,"$55,400",31%,525,13%,83%,34%,70%,83%,86%,,,,
NC: Rutherford,13%,35%,7.0,30%,37%,17%,5%,36%,17%,56%,0.06,9.3%,"$44,000",28%,122,14%,81%,31%,72%,75%,85%,,,,
NC: Sampson,15%,40%,7.6,33%,38%,15%,3%,37%,25%,52%,0.06,5.8%,"$45,400",29%,144,18%,83%,37%,72%,72%,81%,,,,
NC: Scotland,30%,41%,6.0,34%,56%,20%,10%,41%,18%,48%,0.02,12.0%,"$33,500",47%,243,21%,83%,25%,60%,68%,81%,,,,
NC: Stanly,24%,36%,8.0,28%,69%,14%,2%,36%,18%,59%,0.13,6.3%,"$53,800",24%,132,14%,84%,40%,75%,82%,86%,,,,
NC: Stokes,27%,34%,7.7,28%,49%,14%,4%,36%,15%,50%,0.04,6.4%,"$59,100",28%,101,12%,89%,48%,78%,74%,85%,,,,
NC: Surry,25%,36%,7.4,29%,41%,16%,3%,37%,20%,57%,0.07,6.9%,"$47,100",24%,126,13%,85%,33%,73%,69%,80%,,,,
NC: Swain,0%,36%,7.4,31%,96%,17%,2%,39%,27%,57%,0.05,8.5%,"$47,600",40%,27,12%,85%,17%,75%,67%,83%,,,,
NC: Transylvania,13%,32%,7.7,26%,86%,14%,3%,35%,18%,61%,0.05,6.1%,"$56,900",32%,44,13%,81%,30%,76%,84%,91%,,,,
NC: Tyrrell,0%,39%,6.9,35%,65%,18%,4%,42%,20%,29%,0.01,8.9%,"$42,300",25%,9,17%,79%,30%,73%,66%,77%,,,,
NC: Union,25%,31%,8.3,24%,62%,9%,8%,34%,14%,69%,0.15,6.0%,"$90,900",16%,417,11%,79%,49%,83%,92%,90%,,,,
NC: Vance,29%,41%,7.3,36%,69%,17%,3%,42%,18%,51%,0.17,10.1%,"$41,900",43%,259,20%,81%,27%,58%,74%,83%,,,,
NC: Wake,28%,28%,8.4,20%,88%,10%,5%,32%,12%,81%,0.14,6.4%,"$88,800",21%,678,13%,76%,37%,64%,93%,93%,,,,
NC: Warren,23%,42%,7.8,34%,14%,15%,1%,42%,20%,47%,0.13,9.8%,"$42,800",53%,40,15%,82%,42%,72%,65%,84%,,,,
NC: Washington,25%,41%,7.5,34%,63%,17%,0%,41%,17%,51%,0.18,8.2%,"$38,700",56%,36,22%,78%,29%,64%,66%,84%,,,,
NC: Watauga,30%,32%,7.6,26%,87%,15%,3%,33%,15%,77%,0.04,6.2%,"$54,000",17%,64,21%,75%,23%,61%,84%,91%,,,,
NC: Wayne,23%,35%,6.8,31%,39%,15%,10%,39%,19%,62%,0.16,6.5%,"$52,900",32%,497,15%,81%,24%,63%,84%,86%,,,,
NC: Wilkes,20%,33%,7.3,30%,65%,16%,4%,38%,20%,57%,0.08,6.8%,"$46,800",22%,144,13%,82%,32%,76%,80%,82%,,,,
NC: Wilson,25%,39%,7.5,35%,67%,16%,3%,40%,20%,53%,0.10,8.9%,"$44,100",36%,321,17%,82%,24%,60%,76%,81%,,,,
NC: Yadkin,20%,35%,7.5,29%,27%,15%,5%,35%,18%,57%,0.04,7.1%,"$53,200",21%,92,12%,84%,39%,76%,76%,85%,,,,
NC: Yancey,21%,34%,7.6,29%,100%,16%,1%,35%,18%,54%,0.03,6.6%,"$48,700",25%,8,13%,83%,36%,73%,76%,87%,,,,
ND: Adams,0%,34%,9.4,29%,2%,5%,6%,32%,9%,63%,,3.8%,"$50,700",13%,2,11%,65%,11%,73%,80%,93%,,,,
ND: Barnes,40%,38%,8.9,28%,48%,7%,6%,32%,8%,72%,0.05,3.9%,"$52,300",19%,20,10%,80%,24%,71%,80%,94%,,,,
ND: Benson,71%,42%,6.4,39%,49%,15%,15%,41%,14%,53%,0.66,6.8%,"$51,200",54%,2,15%,72%,22%,72%,64%,86%,,,,
ND: Billings,25%,36%,8.0,28%,28%,6%,18%,32%,9%,68%,,3.7%,"$76,500",0%,1,12%,73%,42%,77%,77%,92%,,,,
ND: Bottineau,64%,34%,8.5,30%,57%,7%,10%,34%,8%,75%,0.05,5.4%,"$61,800",14%,6,8%,75%,23%,79%,85%,94%,,,,
ND: Bowman,100%,36%,9.8,28%,62%,4%,3%,32%,10%,71%,0.08,3.4%,"$67,100",14%,4,9%,78%,16%,81%,86%,90%,,,,
ND: Burke,33%,38%,8.6,29%,28%,3%,16%,33%,7%,76%,,5.3%,"$73,600",18%,2,7%,73%,37%,79%,83%,94%,,,,
ND: Burleigh,38%,32%,9.5,26%,70%,5%,5%,32%,6%,78%,0.05,4.4%,"$72,200",22%,230,10%,83%,10%,70%,85%,94%,,,,
ND: Cass,44%,34%,9.4,23%,81%,6%,3%,31%,7%,80%,0.08,4.4%,"$61,300",17%,524,12%,82%,9%,52%,87%,95%,,,,
ND: Cavalier,50%,35%,9.0,28%,61%,5%,8%,29%,6%,82%,,3.5%,"$54,300",17%,3,6%,73%,13%,80%,80%,93%,,,,
ND: Dickey,80%,34%,9.9,25%,42%,3%,3%,33%,8%,77%,0.05,3.3%,"$60,700",16%,4,7%,69%,23%,75%,77%,93%,,,,
ND: Divide,25%,37%,9.1,31%,53%,5%,8%,33%,10%,60%,,3.2%,"$64,600",14%,0,11%,78%,19%,74%,68%,92%,,,,
ND: Dunn,40%,38%,8.7,31%,32%,4%,13%,33%,10%,63%,0.12,4.6%,"$73,700",24%,9,8%,79%,32%,74%,83%,89%,,,,
ND: Eddy,100%,35%,8.3,31%,62%,9%,8%,32%,8%,67%,,4.7%,"$54,300",11%,4,12%,68%,19%,67%,76%,90%,,,,
ND: Emmons,33%,36%,8.3,32%,1%,7%,13%,32%,12%,74%,,5.0%,"$50,000",4%,2,8%,72%,20%,81%,67%,88%,,,,
ND: Foster,,35%,9.3,28%,68%,5%,6%,32%,6%,86%,,3.5%,"$63,200",7%,1,6%,81%,14%,73%,82%,92%,,,,
ND: Golden Valley,33%,36%,6.4,29%,,6%,33%,31%,9%,76%,,3.2%,"$57,600",17%,2,12%,79%,32%,76%,79%,94%,,,,
ND: Grand Forks,30%,36%,8.4,27%,77%,8%,10%,31%,7%,80%,0.08,4.6%,"$55,500",21%,170,18%,82%,11%,49%,82%,95%,,,,
ND: Grant,50%,38%,8.0,32%,30%,7%,16%,32%,13%,76%,,2.8%,"$48,100",10%,2,10%,67%,30%,88%,77%,92%,,,,
ND: Griggs,67%,37%,9.1,29%,43%,6%,6%,31%,8%,80%,,3.1%,"$53,800",21%,1,6%,70%,20%,80%,83%,91%,,,,
ND: Hettinger,0%,38%,7.0,32%,,5%,29%,32%,11%,53%,,4.0%,"$53,200",12%,1,10%,79%,29%,78%,81%,87%,,,,
ND: Kidder,25%,40%,5.8,35%,7%,7%,38%,34%,10%,61%,,5.1%,"$49,400",9%,2,7%,67%,46%,75%,72%,90%,,,,
ND: LaMoure,29%,38%,7.6,31%,49%,7%,19%,32%,10%,75%,,2.6%,"$58,300",10%,2,8%,71%,23%,80%,80%,87%,,,,
ND: Logan,100%,34%,7.5,31%,2%,4%,26%,33%,12%,81%,,3.2%,"$47,900",4%,1,9%,66%,22%,84%,79%,87%,,,,
ND: McHenry,25%,35%,8.1,30%,25%,6%,17%,32%,8%,76%,0.09,5.5%,"$59,100",12%,3,7%,74%,41%,84%,79%,90%,,,,
ND: McIntosh,0%,38%,9.1,32%,34%,6%,5%,32%,10%,64%,,3.3%,"$48,800",9%,2,9%,76%,12%,71%,70%,84%,,,,
ND: McKenzie,39%,39%,8.1,29%,36%,6%,16%,33%,9%,61%,0.22,7.6%,"$84,700",18%,46,13%,80%,27%,58%,87%,91%,,,,
ND: McLean,43%,38%,8.6,29%,27%,5%,13%,33%,9%,68%,0.39,4.5%,"$70,800",16%,10,8%,78%,29%,80%,78%,92%,,,,
ND: Mercer,63%,35%,9.5,30%,65%,5%,4%,31%,5%,76%,0.04,5.8%,"$79,600",16%,11,7%,87%,19%,83%,84%,91%,,,,
ND: Morton,38%,36%,9.5,28%,71%,5%,5%,30%,7%,73%,0.05,5.1%,"$71,900",15%,67,10%,85%,19%,71%,86%,92%,,,,
ND: Mountrail,50%,43%,9.5,32%,71%,6%,3%,35%,15%,60%,0.40,5.1%,"$68,500",25%,17,10%,75%,31%,64%,77%,90%,,,,
ND: Nelson,50%,38%,6.7,28%,33%,8%,26%,32%,8%,75%,,4.5%,"$53,000",15%,4,8%,72%,29%,75%,71%,93%,,,,
ND: Oliver,75%,37%,8.0,28%,38%,5%,20%,33%,8%,77%,,5.2%,"$66,700",25%,1,10%,81%,34%,89%,76%,92%,,,,
ND: Pembina,40%,38%,9.1,28%,58%,5%,8%,34%,8%,67%,0.09,5.8%,"$61,600",12%,6,5%,76%,20%,73%,74%,89%,,,,
ND: Pierce,25%,40%,8.7,30%,69%,8%,7%,32%,7%,72%,0.02,4.3%,"$50,800",18%,6,16%,88%,16%,77%,83%,94%,,,,
ND: Ramsey,33%,38%,8.6,29%,64%,9%,5%,33%,8%,76%,0.05,4.5%,"$58,000",22%,17,9%,73%,12%,60%,77%,92%,,,,
ND: Ransom,40%,35%,9.7,30%,64%,5%,2%,32%,6%,58%,,4.1%,"$65,000",10%,7,6%,79%,22%,70%,76%,91%,,,,
ND: Renville,50%,40%,8.9,28%,48%,3%,14%,33%,7%,57%,,4.9%,"$67,100",12%,2,8%,76%,52%,84%,89%,94%,,,,
ND: Richland,28%,35%,9.2,28%,54%,6%,5%,33%,8%,72%,0.08,3.9%,"$65,500",16%,21,9%,81%,28%,70%,83%,92%,,,,
ND: Rolette,68%,48%,7.3,38%,43%,16%,5%,38%,16%,69%,0.38,13.4%,"$45,200",43%,6,14%,85%,12%,72%,70%,89%,,,,
ND: Sargent,57%,36%,10.0,29%,59%,4%,2%,32%,7%,66%,,4.4%,"$68,800",28%,4,5%,74%,22%,73%,87%,94%,,,,
ND: Sheridan,0%,37%,6.5,33%,39%,8%,29%,34%,13%,62%,,6.0%,"$46,400",17%,2,11%,62%,22%,81%,63%,84%,,,,
ND: Sioux,38%,49%,4.9,43%,21%,18%,24%,41%,16%,45%,,3.9%,"$36,200",59%,1,22%,71%,23%,49%,67%,86%,,,,
ND: Slope,67%,37%,7.7,29%,4%,6%,21%,32%,10%,67%,,3.1%,"$53,300",5%,0,5%,55%,32%,83%,79%,91%,,,,
ND: Stark,41%,38%,9.2,30%,41%,5%,6%,33%,7%,64%,0.04,7.1%,"$66,100",10%,47,12%,79%,16%,63%,84%,92%,,,,
ND: Steele,0%,35%,9.1,25%,33%,3%,12%,31%,5%,75%,,3.0%,"$68,200",7%,1,6%,76%,18%,80%,80%,97%,,,,
ND: Stutsman,25%,35%,8.8,32%,73%,7%,6%,31%,7%,68%,0.06,3.5%,"$59,900",25%,60,10%,80%,13%,62%,78%,91%,,,,
ND: Towner,0%,38%,8.8,32%,53%,7%,8%,33%,10%,68%,,2.8%,"$57,500",11%,,7%,66%,23%,73%,68%,89%,,,,
ND: Traill,29%,38%,9.8,27%,54%,5%,2%,31%,6%,77%,0.06,3.6%,"$70,400",14%,8,9%,79%,28%,73%,79%,94%,,,,
ND: Walsh,45%,40%,9.2,33%,41%,6%,5%,34%,10%,59%,0.11,4.5%,"$57,600",13%,18,8%,84%,18%,77%,75%,87%,,,,
ND: Ward,29%,38%,9.0,28%,73%,6%,7%,34%,8%,69%,0.05,6.0%,"$64,300",14%,181,14%,81%,15%,59%,88%,95%,,,,
ND: Wells,0%,36%,8.7,29%,,6%,10%,32%,7%,70%,,4.4%,"$56,800",12%,6,7%,67%,16%,75%,81%,90%,,,,
ND: Williams,45%,38%,9.5,30%,73%,5%,5%,34%,9%,61%,0.08,9.6%,"$79,500",19%,130,11%,85%,14%,53%,80%,91%,,,,
OH: Adams,41%,40%,6.0,36%,23%,19%,11%,44%,11%,49%,0.05,9.2%,"$42,300",27%,24,17%,81%,46%,70%,71%,83%,,,,
OH: Allen,38%,39%,7.9,34%,74%,13%,4%,42%,9%,61%,0.18,8.5%,"$52,600",32%,407,13%,85%,19%,67%,83%,91%,,,,
OH: Ashland,36%,34%,8.0,31%,54%,14%,2%,39%,11%,56%,0.06,6.5%,"$55,700",21%,54,12%,82%,31%,75%,83%,90%,,,,
OH: Ashtabula,33%,43%,6.7,35%,63%,16%,10%,43%,11%,48%,0.11,8.3%,"$51,300",24%,82,15%,84%,35%,71%,80%,86%,,,,
OH: Athens,21%,34%,6.0,32%,72%,19%,11%,41%,10%,67%,0.09,7.3%,"$42,200",22%,72,22%,71%,24%,59%,79%,90%,,,,
OH: Auglaize,4%,39%,8.6,28%,72%,10%,2%,38%,7%,65%,0.05,6.9%,"$69,500",18%,23,10%,87%,20%,76%,86%,93%,,,,
OH: Belmont,33%,37%,7.4,34%,39%,14%,7%,40%,8%,58%,0.06,10.1%,"$50,600",24%,81,8%,89%,31%,76%,76%,91%,,,,
OH: Brown,18%,37%,7.6,32%,38%,15%,3%,40%,9%,53%,0.04,8.2%,"$58,100",19%,29,12%,80%,56%,73%,77%,88%,,,,
OH: Butler,30%,34%,7.6,28%,81%,12%,9%,37%,9%,65%,0.11,7.2%,"$69,000",22%,973,13%,83%,37%,69%,89%,92%,,,,
OH: Carroll,43%,37%,8.1,30%,17%,13%,2%,42%,9%,44%,0.06,8.8%,"$52,100",19%,,9%,80%,40%,79%,75%,89%,,,,
OH: Champaign,27%,38%,8.3,29%,51%,12%,1%,39%,7%,48%,0.05,7.1%,"$64,100",25%,41,9%,81%,41%,73%,85%,91%,,,,
OH: Clark,27%,41%,7.2,31%,80%,15%,8%,43%,10%,56%,0.16,8.1%,"$54,500",31%,485,13%,81%,27%,67%,86%,89%,,,,
OH: Clermont,32%,36%,7.6,29%,67%,12%,10%,37%,8%,66%,0.03,6.9%,"$72,700",20%,224,12%,83%,48%,74%,88%,90%,,,,
OH: Clinton,21%,40%,6.6,33%,40%,15%,12%,41%,8%,60%,0.07,8.3%,"$53,900",25%,33,12%,84%,39%,67%,84%,90%,,,,
OH: Columbiana,48%,38%,7.4,33%,63%,15%,6%,39%,9%,52%,0.10,9.4%,"$49,300",24%,46,12%,84%,37%,73%,81%,89%,,,,
OH: Coshocton,50%,39%,7.7,34%,51%,15%,3%,40%,12%,51%,0.04,8.9%,"$47,800",25%,39,12%,76%,34%,74%,74%,86%,,,,
OH: Crawford,29%,39%,6.5,31%,64%,15%,14%,42%,9%,55%,0.06,9.4%,"$46,000",29%,57,12%,86%,27%,70%,83%,90%,,,,
OH: Cuyahoga,41%,37%,7.8,29%,94%,14%,3%,45%,8%,70%,0.36,10.4%,"$55,100",38%,"6,940",17%,77%,32%,58%,82%,91%,,,,
OH: Darke,35%,37%,8.1,31%,44%,12%,3%,40%,9%,55%,0.08,6.7%,"$57,900",19%,56,10%,83%,31%,71%,80%,90%,,,,
OH: Defiance,33%,39%,8.1,30%,66%,11%,6%,40%,8%,61%,0.08,8.2%,"$61,800",28%,46,9%,86%,24%,78%,83%,92%,,,,
OH: Delaware,26%,30%,8.9,21%,90%,8%,5%,36%,5%,85%,0.10,5.3%,"$114,400",11%,164,9%,81%,42%,81%,95%,97%,,,,
OH: Erie,28%,40%,7.6,29%,82%,13%,7%,40%,9%,65%,0.19,10.5%,"$66,300",28%,82,11%,85%,22%,70%,82%,92%,,,,
OH: Fairfield,42%,38%,8.1,29%,80%,11%,6%,40%,8%,68%,0.17,6.6%,"$75,000",20%,234,12%,83%,48%,75%,86%,93%,,,,
OH: Fayette,29%,42%,7.4,35%,50%,16%,4%,42%,10%,48%,0.02,7.4%,"$50,100",26%,62,12%,88%,37%,65%,81%,84%,,,,
OH: Franklin,32%,36%,7.7,28%,91%,13%,7%,41%,10%,72%,0.21,7.4%,"$62,600",30%,"5,136",16%,79%,26%,54%,90%,91%,,,,
OH: Fulton,21%,38%,8.2,30%,46%,10%,6%,39%,8%,62%,0.05,7.9%,"$60,600",19%,41,10%,87%,32%,81%,85%,93%,,,,
OH: Gallia,43%,42%,6.7,35%,44%,18%,7%,42%,11%,59%,0.04,8.0%,"$50,600",21%,41,15%,88%,36%,75%,74%,86%,,,,
OH: Geauga,26%,35%,8.8,26%,68%,9%,4%,37%,10%,68%,0.03,6.7%,"$84,500",9%,34,12%,77%,45%,87%,83%,90%,,,,
OH: Greene,35%,37%,7.9,26%,76%,12%,6%,38%,8%,78%,0.06,6.4%,"$71,700",21%,198,12%,82%,24%,66%,89%,94%,,,,
OH: Guernsey,35%,38%,6.3,32%,42%,17%,13%,42%,10%,49%,0.04,8.7%,"$45,800",23%,,14%,84%,26%,71%,77%,85%,,,,
OH: Hamilton,39%,34%,7.6,28%,94%,13%,8%,37%,9%,73%,0.32,7.8%,"$63,900",35%,"3,579",16%,78%,30%,59%,87%,92%,,,,
OH: Hancock,14%,32%,8.2,27%,72%,12%,4%,39%,7%,70%,0.06,6.8%,"$61,500",19%,113,9%,83%,17%,68%,87%,93%,,,,
OH: Hardin,27%,39%,7.8,31%,56%,14%,3%,41%,9%,47%,0.05,8.1%,"$45,300",20%,31,12%,80%,34%,73%,80%,90%,,,,
OH: Harrison,24%,37%,7.4,33%,16%,15%,5%,42%,9%,51%,0.02,9.2%,"$49,100",20%,22,12%,84%,49%,78%,76%,88%,,,,
OH: Henry,28%,36%,8.5,27%,37%,11%,2%,39%,8%,63%,0.03,8.1%,"$64,700",19%,29,8%,86%,33%,77%,87%,94%,,,,
OH: Highland,33%,41%,7.3,34%,26%,17%,2%,41%,11%,44%,0.04,8.7%,"$57,200",15%,40,14%,82%,43%,70%,76%,84%,,,,
OH: Hocking,17%,37%,7.4,33%,74%,15%,6%,42%,9%,56%,0.03,7.4%,"$53,800",25%,31,11%,83%,46%,78%,79%,88%,,,,
OH: Holmes,4%,36%,8.6,34%,26%,10%,2%,41%,24%,19%,0.08,3.9%,"$68,000",6%,9,14%,50%,22%,78%,59%,56%,,,,
OH: Huron,33%,36%,7.6,32%,62%,14%,5%,40%,10%,56%,0.12,9.5%,"$62,100",28%,,11%,85%,31%,72%,83%,89%,,,,
OH: Jackson,32%,41%,7.1,34%,45%,18%,3%,43%,10%,51%,0.06,8.7%,"$49,600",21%,48,14%,85%,37%,73%,77%,86%,,,,
OH: Jefferson,33%,38%,6.6,34%,59%,16%,10%,41%,9%,61%,0.17,10.1%,"$49,600",28%,54,11%,82%,33%,70%,80%,91%,,,,
OH: Knox,45%,37%,7.7,28%,56%,13%,6%,39%,10%,61%,0.04,6.2%,"$68,100",21%,69,13%,80%,36%,72%,84%,92%,,,,
OH: Lake,58%,34%,8.0,26%,86%,11%,8%,38%,8%,70%,0.16,8.4%,"$69,900",24%,361,10%,84%,33%,74%,88%,93%,,,,
OH: Lawrence,13%,40%,7.0,35%,39%,18%,4%,44%,9%,52%,0.11,8.5%,"$47,300",27%,98,13%,88%,32%,72%,78%,88%,,,,
OH: Licking,31%,35%,7.6,30%,68%,12%,8%,40%,8%,69%,0.19,6.5%,"$69,000",20%,144,11%,82%,43%,73%,87%,92%,,,,
OH: Logan,31%,38%,8.2,31%,57%,12%,3%,42%,8%,54%,0.05,8.3%,"$61,800",20%,45,12%,84%,29%,76%,86%,93%,,,,
